grid_id,date,pm2_5,pm10,so2,no2,o3,co,lat,lon,temperature,humidity,relative_humidity,precipitation,wind_speed,gust_speed,atmospheric_pressure,cultivated_area,forest_area,grassland_area,water_body_area,urban_vs_rural,unused_land_area,ocean_area,elevation,aerosol_optical_depth,weekday,day,year,month,population,population_weight
10121,2019-12-01,64.47916666666667,54.4375,6.53125,27.65625,30.166666666666668,0.6989583333333333,28.0,113.0,5.9085695,0.00440225,76.75,17.08138725,67.96180175,6.76556575,10992.18920875,179687184.0,271432960.0,2684691.5,31354442.0,195134528.0,1000000.0,0.0,69.764801,0.0,6,1,2019,12,1035626.245595932,0.0007170447377892
18593,2019-12-01,102.55555555555554,154.2222222222222,11.694444444444445,54.0,26.569444444444443,1.1777777777777778,36.5,114.5,4.50856775,0.00165775,29.5,5.03138725,48.7867985,3.815566,27316.790039,426660256.0,0.0,1000000.0,1684691.38,188570256.0,3462280.25,0.0,65.7502975,0.0,6,1,2019,12,1412527.247367859,0.0009780026665181
18602,2019-12-01,51.458333333333336,81.16666666666666,14.833333333333334,55.583333333333336,22.458333333333336,0.7458333333333333,36.5,116.75,2.9585647500000003,0.0012715,32.5,4.5563875000000005,50.011799,3.590566,26852.190918,371674656.0,63829384.0,50856872.0,9467331.0,125549232.0,0.0,0.0,97.1436005,0.0,6,1,2019,12,505093.652671814,0.0003497156887238
9875,2019-12-01,49.85416666666667,63.9375,11.8125,26.958333333333336,13.8125,1.2666666666666666,27.75,113.75,5.03356925,0.0046215,77.25,18.28138825,65.73680325,2.09056575,10297.78930675,212319680.0,390000800.0,12442993.0,6009763.5,55636184.0,0.0,0.0,178.3500061,0.0,6,1,2019,12,756627.1751785278,0.000523871943896
9877,2019-12-01,39.875,53.625,10.291666666666666,27.25,12.0,1.1958333333333333,27.75,114.25,5.0335617500000005,0.00470375,84.75,18.4563875,65.38680275,3.34056575,9633.18945325,168900800.0,463800000.0,9169787.0,5000000.0,35964336.0,0.0,0.0,228.5169983,0.0,6,1,2019,12,342746.7976616621,0.0002373103121927
9878,2019-12-01,37.625,53.645833333333336,11.958333333333332,27.25,13.583333333333334,1.1145833333333337,27.75,114.5,6.008559999999999,0.00477025,91.0,19.1813875,65.41180324999999,4.04056575,9652.789795,162232016.0,437356416.0,11843366.0,9030668.0,62372456.0,0.0,0.0,207.3959961,0.0,6,1,2019,12,423342.2207608223,0.0002931128029744
18599,2019-12-01,54.72916666666666,84.83333333333334,11.6875,44.145833333333336,29.25,0.7708333333333333,36.5,116.0,3.85856625,0.001174,29.75,4.45638725,49.41179975,5.465566000000001,27311.3901365,409406880.0,0.0,0.0,6369383.0,205601216.0,0.0,0.0,33.542099,0.134,6,1,2019,12,835520.1541061401,0.0005784956999365
9880,2019-12-01,25.8125,45.0625,12.125,29.145833333333336,13.979166666666668,0.6791666666666667,27.75,115.0,7.63356025,0.00504475,93.5,20.7313875,65.58680175,4.59056575,9663.189697000002,219563216.0,338305344.0,6580924.0,14419450.0,103965992.0,0.0,0.0,88.6149979,0.0,6,1,2019,12,634857.3842630386,0.0004395612302877
27854,2019-12-01,42.10333333333333,49.485,21.716666666666665,32.4,33.76833333333333,0.7691666666666667,45.75,126.5,-8.216438,0.0010067499999999,53.5,3.58138725,37.46179875,5.76556575,27808.589844,224675312.0,0.0,0.0,40051736.0,210088928.0,65727520.0,0.0,132.5099945,0.0,6,1,2019,12,1741194.2421569824,0.0012055644341932
24090,2019-12-01,22.041666666666668,38.0,20.416666666666668,16.833333333333332,51.208333333333336,0.4708333333333333,42.0,119.25,-6.766434,0.0007737499999999,35.0,2.1313872500000004,34.886799,7.390566,27991.3901365,357913856.0,84638008.0,41324596.0,6325072.5,81880384.0,3090234.5,0.0,567.5750122,0.1315,6,1,2019,12,222236.5049687624,0.0001538716473343
